Ad_ID;Campaign_Name;Clicks;Impressions;Cost;Leads;Conversions;Conversion Rate;Sale_Amount;Ad_Date;Location;Device;Keyword
A2005;Data Analytics Course;1400;36890;24933;200;90;64;1329;22/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2006;Data Analytics Course;1660;46650;22395;230;90;54;1404;07/11/2024;Hyderabad;Tablet;Data Analitics Online
A2007;Data Analytics Course;1850;36700;19866;300;40;57;1440;13/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2008;Data Analytics Course;1390;40360;24212;250;50;36;1329;26/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2010;Data Analytics Course;1730;37050;19701;200;100;58;1010;26/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2012;Data Analytics Course;1530;52830;20572;240;30;2;1591;10/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2013;Data Analytics Course;1040;52030;24115;170;60;48;1164;28/11/2024;Hyderabad;Mobile;Data Analitics Online
A2014;Data Analytics Course;1200;42430;19849;150;100;83;1891;27/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2016;Data Analytics Course;1060;36460;23789;280;70;46;1564;02/11/2024;Hyderabad;Mobile;Analytics For Data
A2017;Data Analytics Course;1360;41010;22743;280;90;57;1284;19/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2019;Data Analytics Course;1530;33810;23135;290;50;33;1769;28/11/2024;Hyderabad;Tablet;Data Analytics Course
A2021;Data Analytics Course;1560;54150;19827;290;70;37;1918;17/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2024;Data Analytics Course;960;39580;23806;170;40;42;1750;07/11/2024;Hyderabad;Mobile;Online Data Analytic
A2025;Data Analytics Course;1800;30600;19447;210;50;54;1429;10/11/2024;Hyderabad;Tablet;Online Data Analytic
A2026;Data Analytics Course;1320;55140;20857;160;70;53;1072;26/11/2024;Hyderabad;Mobile;Online Data Analytic
A2027;Data Analytics Course;1470;53730;23368;200;70;48;1685;01/11/2024;Hyderabad;Desktop;Data Analytics Course
A2028;Data Analytics Course;840;47200;21368;200;50;6;1412;21/11/2024;Hyderabad;Tablet;Data Analytics Course
A2029;Data Analytics Course;820;43300;22868;180;80;98;1510;04/11/2024;Hyderabad;Desktop;Analytics For Data
A2031;Data Analytics Course;890;58990;22695;130;70;79;1058;10/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2032;Data Analytics Course;1980;35000;20688;190;60;3;1684;11/11/2024;Hyderabad;Mobile;Analytics For Data
A2033;Data Analytics Course;1350;41550;20781;250;90;49;1313;03/11/2024;Hyderabad;Desktop;Online Data Analytic
A2034;Data Analytics Course;940;54370;19049;160;60;44;1234;16/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2036;Data Analytics Course;1130;53920;20513;280;30;34;1208;17/11/2024;Hyderabad;Mobile;Online Data Analytic
A2038;Data Analytics Course;1350;50540;22403;160;60;44;1765;07/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2039;Data Analytics Course;1160;57570;21869;100;70;45;1834;23/11/2024;Hyderabad;Mobile;Online Data Analytic
A2041;Data Analytics Course;1640;40530;24526;280;70;43;1384;01/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2042;Data Analytics Course;1460;57330;22548;260;30;35;1658;10/11/2024;Hyderabad;Desktop;Online Data Analytic
A2043;Data Analytics Course;1810;32250;19025;220;50;28;1677;10/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2044;Data Analytics Course;1560;41700;24472;290;30;19;1962;20/11/2024;Hyderabad;Desktop;Data Analitics Online
A2045;Data Analytics Course;1820;40390;24035;120;70;38;1214;13/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2046;Data Analytics Course;1370;31500;18436;190;30;41;1218;29/11/2024;Hyderabad;Tablet;Data Analitics Online
A2047;Data Analytics Course;930;44980;23767;270;30;32;1102;30/11/2024;Hyderabad;Mobile;Online Data Analytic
A2048;Data Analytics Course;1360;46830;22882;220;50;37;1493;19/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2051;Data Analytics Course;1810;30630;19103;150;40;22;1125;21/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2054;Data Analytics Course;1330;59450;22343;160;60;45;1329;16/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2057;Data Analytics Course;1720;48500;24233;270;40;23;1391;21/11/2024;Hyderabad;Tablet;Data Analitics Online
A2059;Data Analytics Course;1100;43940;19423;280;30;27;1394;25/11/2024;Hyderabad;Tablet;Analytics For Data
A2060;Data Analytics Course;1190;58200;19642;110;100;84;1707;22/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2061;Data Analytics Course;1780;53280;2019;200;90;51;1452;21/11/2024;Hyderabad;Mobile;Data Analytics Course
A2065;Data Analytics Course;1340;55700;23377;150;40;3;1101;27/11/2024;Hyderabad;Mobile;Data Analytics Course
A2067;Data Analytics Course;1870;47530;23603;130;30;54;1906;18/11/2024;Hyderabad;Desktop;Data Analitics Online
A2068;Data Analytics Course;810;56530;24533;230;80;99;1248;26/11/2024;Hyderabad;Mobile;Data Analitics Online
A2069;Data Analytics Course;1440;57500;18437;190;80;56;1098;26/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2070;Data Analytics Course;1610;57660;22193;100;80;5;1830;13/11/2024;Hyderabad;Tablet;Online Data Analytic
A2072;Data Analytics Course;1280;50430;23172;260;80;62;1508;26/11/2024;Hyderabad;Tablet;Analytics For Data
A2073;Data Analytics Course;1950;45290;20036;250;70;34;1343;30/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2075;Data Analytics Course;1760;45180;23795;170;100;57;1933;11/11/2024;Hyderabad;Desktop;Analytics For Data
A2076;Data Analytics Course;1570;52010;22872;140;80;51;1458;09/11/2024;Hyderabad;Mobile;Data Analitics Online
A2077;Data Analytics Course;1040;47350;23395;190;60;58;1493;23/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2079;Data Analytics Course;1380;55060;19289;270;60;43;1261;02/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2080;Data Analytics Course;840;37580;23256;260;50;6;1384;06/11/2024;Hyderabad;Desktop;Data Analytics Course
A2081;Data Analytics Course;1020;44600;18223;150;60;59;1849;14/11/2024;Hyderabad;Tablet;Data Analitics Online
A2082;Data Analytics Course;1220;55180;2020;270;30;25;1884;11/11/2024;Hyderabad;Tablet;Analytics For Data
A2083;Data Analytics Course;1980;55420;23462;100;100;51;1605;27/11/2024;Hyderabad;Tablet;Online Data Analytic
A2085;Data Analytics Course;1470;46080;18004;200;60;41;1351;21/11/2024;Hyderabad;Desktop;Data Analitics Online
A2086;Data Analytics Course;1080;54480;23017;120;100;52;1039;19/11/2024;Hyderabad;Desktop;Data Analytics Course
A2087;Data Analytics Course;1370;52610;19648;230;50;36;1227;26/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2089;Data Analytics Course;800;37600;23682;130;40;5;1927;21/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2090;Data Analytics Course;1140;41570;24856;100;70;61;1671;10/11/2024;Hyderabad;Desktop;Analytics For Data
A2091;Data Analytics Course;1230;45800;2230;150;70;57;1614;18/11/2024;Hyderabad;Mobile;Analytics For Data
A2092;Data Analytics Course;1680;40680;23354;230;50;3;1636;27/11/2024;Hyderabad;Mobile;Analytics For Data
A2093;Data Analytics Course;1800;30720;21847;280;90;5;1200;06/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2094;Data Analytics Course;1170;53790;24068;180;30;38;1361;06/11/2024;Hyderabad;Tablet;Analytics For Data
A2096;Data Analytics Course;1400;58590;21108;260;90;64;1276;15/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2098;Data Analytics Course;1620;59110;23203;120;70;43;1613;09/11/2024;Hyderabad;Tablet;Data Analitics Online
A2099;Data Analytics Course;1220;34400;20678;200;30;25;1222;24/11/2024;Hyderabad;Tablet;Online Data Analytic
A2100;Data Analytics Course;890;43190;19879;230;100;112;1980;16/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2101;Data Analytics Course;1190;39560;18853;200;50;44;1311;15/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2102;Data Analytics Course;1550;42200;20081;200;30;19;1199;30/11/2024;Hyderabad;Mobile;Data Analytics Course
A2104;Data Analytics Course;1790;41880;23123;250;90;5;1936;19/11/2024;Hyderabad;Mobile;Online Data Analytic
A2106;Data Analytics Course;1010;34010;19412;270;30;3;1721;11/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2107;Data Analytics Course;1100;33820;24988;170;60;44;1327;22/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2108;Data Analytics Course;1790;53660;2045;200;90;5;1510;22/11/2024;Hyderabad;Tablet;Data Analitics Online
A2109;Data Analytics Course;1930;46110;19728;270;100;34;1701;29/11/2024;Hyderabad;Mobile;Data Analytics Course
A2110;Data Analytics Course;1880;44470;23418;140;80;45;1449;17/11/2024;Hyderabad;Mobile;Analytics For Data
A2112;Data Analytics Course;1770;42300;21346;150;40;23;1389;06/11/2024;Hyderabad;Desktop;Analytics For Data
A2113;Data Analytics Course;1520;37290;21423;220;70;47;2000;20/11/2024;Hyderabad;Tablet;Analytics For Data
A2114;Data Analytics Course;1680;47100;21449;150;90;54;1466;24/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2115;Data Analytics Course;1710;53320;22969;110;30;18;1685;03/11/2024;Hyderabad;Mobile;Data Analytics Course
A2120;Data Analytics Course;1480;51470;24442;180;40;45;1348;30/11/2024;Hyderabad;Desktop;Data Analitics Online
A2123;Data Analytics Course;1160;33800;19675;230;90;33;1434;06/11/2024;Hyderabad;Mobile;Analytics For Data
A2124;Data Analytics Course;1520;39480;18973;170;50;53;1851;26/11/2024;Hyderabad;Mobile;Analytics For Data
A2125;Data Analytics Course;1970;37410;21033;240;90;46;1883;26/11/2024;Hyderabad;Desktop;Data Analytics Course
A2126;Data Analytics Course;1150;58360;23352;210;60;52;1301;08/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2127;Data Analytics Course;1920;33810;21926;280;70;36;1377;15/11/2024;Hyderabad;Mobile;Online Data Analytic
A2128;Data Analytics Course;880;57810;24682;210;60;57;1020;25/11/2024;Hyderabad;Tablet;Data Analitics Online
A2129;Data Analytics Course;1340;47070;2399;290;80;6;1383;24/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2130;Data Analytics Course;1600;56110;21665;210;100;47;1714;30/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2131;Data Analytics Course;1950;31740;21806;120;70;36;1476;25/11/2024;Hyderabad;Mobile;Online Data Analytic
A2132;Data Analytics Course;1420;50760;19049;220;70;49;1509;20/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2135;Data Analytics Course;1150;39630;22532;220;90;78;1622;01/11/2024;Hyderabad;Desktop;Data Analitics Online
A2136;Data Analytics Course;1720;43490;24353;280;50;49;1195;13/11/2024;Hyderabad;Tablet;Online Data Analytic
A2138;Data Analytics Course;1660;53810;24652;210;70;42;1579;09/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2139;Data Analytics Course;1550;30520;19946;130;60;46;1362;01/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2140;Data Analytics Course;1270;46340;21804;260;70;55;1410;02/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2142;Data Analytics Course;900;51960;19283;210;80;89;1783;07/11/2024;Hyderabad;Desktop;Data Analytics Course
A2145;Data Analytics Course;1570;40930;20285;270;80;51;1370;03/11/2024;Hyderabad;Mobile;Analytics For Data
A2146;Data Analytics Course;1790;44590;1817;270;50;41;1320;13/11/2024;Hyderabad;Tablet;Data Analitics Online
A2147;Data Analytics Course;1650;59370;22065;230;60;36;1576;04/11/2024;Hyderabad;Mobile;Analytics For Data
A2148;Data Analytics Course;1670;44750;23164;130;50;51;1750;03/11/2024;Hyderabad;Desktop;Online Data Analytic
A2149;Data Analytics Course;1260;42120;18254;290;80;63;1066;19/11/2024;Hyderabad;Mobile;Online Data Analytic
A2153;Data Analytics Course;1630;59480;18484;120;30;49;1248;11/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2155;Data Analytics Course;970;46740;22139;150;100;47;1332;07/11/2024;Hyderabad;Tablet;Data Analytics Course
A2158;Data Analytics Course;1780;39430;21796;290;60;34;1037;15/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2162;Data Analytics Course;1450;49820;20333;290;50;45;1555;23/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2163;Data Analytics Course;1560;55090;18539;290;40;44;1649;18/11/2024;Hyderabad;Mobile;Data Analitics Online
A2164;Data Analytics Course;1270;37970;21467;200;70;55;1735;13/11/2024;Hyderabad;Desktop;Analytics For Data
A2165;Data Analytics Course;1210;50640;24678;130;90;74;1268;01/11/2024;Hyderabad;Tablet;Online Data Analytic
A2167;Data Analytics Course;1560;33150;22322;140;100;64;1581;20/11/2024;Hyderabad;Mobile;Online Data Analytic
A2169;Data Analytics Course;1930;50940;20553;180;30;16;1451;07/11/2024;Hyderabad;Mobile;Data Analitics Online
A2171;Data Analytics Course;1770;54490;19053;100;50;28;1257;19/11/2024;Hyderabad;Mobile;Data Analytics Course
A2172;Data Analytics Course;1750;57320;20846;250;30;17;1579;11/11/2024;Hyderabad;Tablet;Data Analitics Online
A2173;Data Analytics Course;1220;46780;2487;250;40;31;1744;11/11/2024;Hyderabad;Desktop;Data Analytics Course
A2174;Data Analytics Course;1210;40880;22385;190;30;25;1248;26/11/2024;Hyderabad;Mobile;Online Data Analytic
A2175;Data Analytics Course;1250;45280;1866;100;90;72;1167;06/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2176;Data Analytics Course;810;39460;20295;100;70;46;1970;27/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2177;Data Analytics Course;1120;44860;24923;280;30;27;1572;26/11/2024;Hyderabad;Desktop;Analytics For Data
A2180;Data Analytics Course;1110;39780;19214;190;50;45;1500;06/11/2024;Hyderabad;Desktop;Analytics For Data
A2181;Data Analytics Course;1940;42170;18734;120;100;52;1669;07/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2182;Data Analytics Course;1500;59070;2418;250;70;47;1430;11/11/2024;Hyderabad;Desktop;Data Analitics Online
A2183;Data Analytics Course;1000;59700;22479;130;90;9;1895;15/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2185;Data Analytics Course;1300;37150;24334;120;80;62;1482;01/11/2024;Hyderabad;Desktop;Data Analitics Online
A2187;Data Analytics Course;1550;51210;24816;220;80;52;1027;06/11/2024;Hyderabad;Tablet;Online Data Analytic
A2188;Data Analytics Course;1900;59840;20935;140;60;32;1964;06/11/2024;Hyderabad;Desktop;Data Analytics Course
A2189;Data Analytics Course;1910;32200;18333;200;60;51;1942;28/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2190;Data Analytics Course;1450;57610;20207;170;30;21;1037;13/11/2024;Hyderabad;Mobile;Data Analitics Online
A2191;Data Analytics Course;1020;56830;18873;280;80;78;1623;16/11/2024;Hyderabad;Tablet;Analytics For Data
A2193;Data Analytics Course;1150;51160;22776;240;30;41;1748;15/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2195;Data Analytics Course;1780;34610;23896;160;50;28;1321;16/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2196;Data Analytics Course;1480;50800;19192;120;60;58;1070;17/11/2024;Hyderabad;Tablet;Data Analytics Course
A2198;Data Analytics Course;1010;51660;20374;300;50;5;1763;13/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2199;Data Analytics Course;1130;56420;24569;190;70;62;1366;20/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2200;Data Analytics Course;970;55520;22897;140;60;62;1304;07/11/2024;Hyderabad;Desktop;Analytics For Data
A2201;Data Analytics Course;1550;36620;20816;230;40;26;1913;27/11/2024;Hyderabad;Desktop;Online Data Analytic
A2203;Data Analytics Course;1810;36470;22737;300;60;33;1412;30/11/2024;Hyderabad;Desktop;Data Analytics Course
A2206;Data Analytics Course;1090;52190;21576;150;30;28;1408;18/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2207;Data Analytics Course;1910;33330;18771;130;50;26;1360;26/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2208;Data Analytics Course;1010;44350;22249;110;100;99;1277;21/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2210;Data Analytics Course;1640;38560;24165;270;40;24;1786;21/11/2024;Hyderabad;Desktop;Data Anaytics Training
A2212;Data Analytics Course;1990;58950;23959;210;40;2;1592;30/11/2024;Hyderabad;Mobile;Data Anaytics Training
A2214;Data Analytics Course;1310;47730;21536;260;70;53;1363;08/11/2024;Hyderabad;Tablet;Data Analitics Online
A2216;Data Analytics Course;1640;53800;22315;130;50;47;1661;23/11/2024;Hyderabad;Desktop;Analytics For Data
A2217;Data Analytics Course;1490;33230;19776;230;40;27;1181;17/11/2024;Hyderabad;Mobile;Data Analitics Online
A2218;Data Analytics Course;1120;38700;21505;260;60;54;1483;03/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2219;Data Analytics Course;1390;44860;20546;280;40;58;1853;24/11/2024;Hyderabad;Tablet;Online Data Analytic
A2220;Data Analytics Course;1050;33840;24041;260;80;57;1399;03/11/2024;Hyderabad;Desktop;Data Analitics Online
A2222;Data Analytics Course;1270;59470;20967;270;30;24;1155;28/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2223;Data Analytics Course;1330;42860;21616;180;90;54;1839;08/11/2024;Hyderabad;Desktop;Data Analitics Online
A2224;Data Analytics Course;1970;57330;18509;140;50;25;1295;05/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2225;Data Analytics Course;1250;51030;22193;300;70;52;1398;08/11/2024;Hyderabad;Tablet;Analytics For Data
A2227;Data Analytics Course;1530;36660;1984;160;40;26;1820;20/11/2024;Hyderabad;Mobile;Learn Data Analytics
A2228;Data Analytics Course;1960;34400;21298;150;50;26;1539;26/11/2024;Hyderabad;Tablet;Learn Data Analytics
A2229;Data Analytics Course;870;30310;23425;170;70;8;1167;05/11/2024;Hyderabad;Desktop;Data Analitics Online
A2230;Data Analytics Course;1510;59570;18822;150;80;53;1468;25/11/2024;Hyderabad;Tablet;Analytics For Data
A2231;Data Analytics Course;930;46890;19754;150;40;43;1073;25/11/2024;Hyderabad;Mobile;Data Analitics Online
A2232;Data Analytics Course;1450;30850;19496;260;50;33;1673;24/11/2024;Hyderabad;Desktop;Online Data Analytic
A2233;Data Analytics Course;1280;33410;18557;250;50;39;1516;20/11/2024;Hyderabad;Tablet;Online Data Analytic
A2236;Data Analytics Course;1770;37650;21648;260;100;56;1507;20/11/2024;Hyderabad;Tablet;Data Analitics Online
A2238;Data Analytics Course;1980;52600;20553;130;100;51;1766;12/11/2024;Hyderabad;Desktop;Analytics For Data
A2239;Data Analytics Course;1400;44040;18601;230;60;59;1625;09/11/2024;Hyderabad;Tablet;Analytics For Data
A2244;Data Analytics Course;1600;56450;19542;250;60;31;1600;16/11/2024;Hyderabad;Tablet;Data Analitics Online
A2249;Data Analytics Course;1020;53690;19839;290;40;39;1659;19/11/2024;Hyderabad;Tablet;Data Analytics Course
A2250;Data Analytics Course;1970;40470;20272;150;30;15;1345;05/11/2024;Hyderabad;Mobile;Data Analitics Online
A2251;Data Analytics Course;840;44630;19844;170;30;36;1110;02/11/2024;Hyderabad;Mobile;Analytics For Data
A2252;Data Analytics Course;1190;46100;2227;180;30;25;1473;18/11/2024;Hyderabad;Desktop;Data Analitics Online
A2253;Data Analytics Course;960;59570;22559;270;100;104;1062;21/11/2024;Hyderabad;Mobile;Data Analitics Online
A2254;Data Analytics Course;1440;57040;19667;290;60;42;1573;29/11/2024;Hyderabad;Mobile;Analytics For Data
A2255;Data Analytics Course;1480;53350;22336;210;90;61;1251;20/11/2024;Hyderabad;Tablet;Data Analitics Online
A2259;Data Analytics Course;1570;54510;18389;120;100;64;1180;29/11/2024;Hyderabad;Desktop;Data Analytics Course
A2264;Data Analytics Course;1260;39990;18158;220;90;71;1145;27/11/2024;Hyderabad;Mobile;Online Data Analytic
A2265;Data Analytics Course;1530;33540;24313;240;60;39;1536;10/11/2024;Hyderabad;Mobile;Data Analytics Course
A2266;Data Analytics Course;980;48010;18652;100;30;31;1121;07/11/2024;Hyderabad;Desktop;Learn Data Analytics
A2270;Data Analytics Course;1910;35220;21665;250;50;26;1835;24/11/2024;Hyderabad;Tablet;Data Anaytics Training
A2271;Data Analytics Course;1830;33630;21208;100;90;49;1511;07/11/2024;Hyderabad;Tablet;Data Analitics Online
A2272;Data Analytics Course;1750;59240;2233;140;30;17;1505;04/11/2024;Hyderabad;Mobile;Analytics For Data
A2273;Data Analytics Course;970;35580;1955;130;30;58;1544;11/11/2024;Hyderabad;Desktop;Data Analytics Course
